abu+sdyd+134.204+s	8180	2709	0.811	1.207	5841	3171	-0.033	0.375
alohali+sdyd+293.435+s	7273	2507	1.710	3.512	5452	2708	-0.135	1.727
alotaiq+sdyd+194.591+s	6770	1700	1.376	5.793	5683	2119	-0.748	2.365
mohammed+sdyd+276.313+s	8543	2318	0.788	1.143	7234	2544	-0.259	1.927
naif1+sdyd+160.491+s	5807	2223	2.442	8.610	4074	2296	-0.037	1.922
naif2+sdyd+137.028+s	7868	3017	1.246	1.074	6118	2614	0.607	3.180
saud+sdyd+160.385+s	6640	2323	1.404	1.981	5390	2050	0.337	3.861
alohali+skwt+258.937+s	6452	2928	1.292	1.506	3886	2622	0.578	1.695
alotaiq+skwt+145.242+s	7587	1609	0.918	11.080	5492	3133	-0.648	-0.571
mohammed+skwt+243.843+s	9534	2584	0.117	-0.448	7925	2933	-0.128	0.343
naif1+skwt+139.610+s	5271	2077	3.178	10.705	4659	1171	3.392	30.446
naif2+skwt+119.073+s	6100	3100	1.862	2.662	4664	1861	2.197	12.248
saud+skwt+137.538+s	8534	1852	-0.748	5.097	6617	3091	-0.595	-0.606
abu+jrs+61.004+s	7331	2963	1.909	4.806	3556	3342	0.558	0.290
alohali+jrs+55.327+s	6513	1123	4.684	35.306	5698	2009	-1.760	4.202
alotaiq+jrs+49.449+s	7038	2335	1.991	7.369	4090	3180	0.094	-0.384
mohammed+jrs+52.731+s	7465	1263	1.145	8.649	6726	1967	-1.702	4.700
naif1+jrs+26.639+s	6956	2275	2.024	5.521	4965	2802	-0.278	0.776
naif2+jrs+20.774+s	6391	2289	2.114	5.956	3995	2792	-0.005	0.176
saud+jrs+14.241+s	8310	2182	0.993	3.350	6907	2636	-0.479	1.636
