abu	uu	70.714	seg3	70.733	70.758	357	1359	2456
abu	uu	70.714	seg4	70.739	70.771	353	1384	2464
abu	uu	70.714	seg5	70.745	70.784	333	1389	2490
abu	uu	70.714	seg6	70.752	70.796	312	1391	2539
abu	uu	70.714	seg7	70.758	70.809	292	1410	2602
abu	uu	70.714	seg8	70.764	70.822	285	1463	2641
abu	uu	70.714	seg9	70.771	70.777	314	1398	2534
abu	uu	70.890	seg0	70.890	70.896	348	1394	2434
abu	uu	70.890	seg1	70.896	70.907	355	1387	2407
abu	uu	70.890	seg2	70.901	70.918	351	1364	2385
abu	uu	70.890	seg3	70.907	70.929	341	1346	2370
abu	uu	70.890	seg4	70.913	70.940	332	1336	2357
abu	uu	70.890	seg5	70.918	70.951	324	1338	2360
abu	uu	70.890	seg6	70.924	70.963	306	1320	2338
abu	uu	70.890	seg7	70.929	70.974	289	1298	2286
abu	uu	70.890	seg8	70.935	70.985	278	1288	2263
abu	uu	70.890	seg9	70.940	70.946	320	1358	2366
abu	ii	71.016	seg0	71.016	71.028	288	1873	2254
abu	ii	71.016	seg1	71.028	71.053	304	1972	2283
abu	ii	71.016	seg2	71.041	71.077	312	2070	2429
abu	ii	71.016	seg3	71.053	71.101	315	2061	2448
abu	ii	71.016	seg4	71.065	71.126	316	1990	2443
abu	ii	71.016	seg5	71.077	71.150	315	1887	2433
abu	ii	71.016	seg6	71.089	71.174	311	1880	2485
abu	ii	71.016	seg7	71.101	71.199	314	1915	2584
abu	ii	71.016	seg8	71.114	71.223	314	1958	2668
abu	ii	71.016	seg9	71.126	71.138	317	1780	2439
abu	ii	78.673	seg0	78.673	78.692	298	2109	2633
abu	ii	78.673	seg1	78.692	78.730	319	2115	2673
abu	ii	78.673	seg2	78.711	78.768	313	2160	2687
abu	ii	78.673	seg3	78.730	78.806	315	2135	2647
abu	ii	78.673	seg4	78.749	78.844	324	2050	2557
abu	ii	78.673	seg5	78.768	78.882	327	1878	2436
abu	ii	78.673	seg6	78.787	78.920	312	1726	2342
abu	ii	78.673	seg7	78.806	78.958	297	1591	2277
abu	ii	78.673	seg8	78.825	78.996	292	1525	2240
abu	ii	78.673	seg9	78.844	78.863	347	1702	2284
abu	aa	87.188	seg0	87.188	87.201	489	1050	2508
abu	aa	87.188	seg1	87.201	87.227	550	1045	2538
abu	aa	87.188	seg2	87.214	87.253	584	1034	2568
abu	aa	87.188	seg3	87.227	87.279	588	1047	2573
abu	aa	87.188	seg4	87.240	87.305	562	1057	2583
abu	aa	87.188	seg5	87.253	87.331	512	1066	2610
abu	aa	87.188	seg6	87.266	87.357	443	1090	2574
abu	aa	87.188	seg7	87.279	87.383	394	1146	2533
abu	aa	87.188	seg8	87.292	87.409	370	1175	2514
abu	aa	87.188	seg9	87.305	87.318	457	1052	2696
abu	aa	88.554	seg0	88.554	88.568	511	1095	2606
abu	aa	88.554	seg1	88.568	88.596	558	1144	2649
abu	aa	88.554	seg2	88.582	88.624	572	1150	2642
abu	aa	88.554	seg3	88.596	88.652	580	1160	2615
abu	aa	88.554	seg4	88.610	88.680	568	1130	2574
abu	aa	88.554	seg5	88.624	88.708	522	1088	2510
abu	aa	88.554	seg6	88.638	88.737	458	1065	2478
abu	aa	88.554	seg7	88.652	88.765	408	1061	2501
abu	aa	88.554	seg8	88.666	88.793	385	1066	2487
abu	aa	88.554	seg9	88.680	88.694	462	1012	2429
abu	aa	90.782	seg0	90.782	90.791	449	1046	2574
abu	aa	90.782	seg1	90.791	90.808	485	1093	2578
abu	aa	90.782	seg2	90.800	90.825	500	1137	2590
abu	aa	90.782	seg3	90.808	90.842	513	1159	2598
abu	aa	90.782	seg4	90.817	90.859	528	1182	2593
abu	aa	90.782	seg5	90.825	90.876	541	1214	2585
abu	aa	90.782	seg6	90.834	90.894	549	1256	2573
abu	aa	90.782	seg7	90.842	90.911	542	1307	2558
abu	aa	90.782	seg8	90.851	90.928	525	1368	2542
abu	aa	90.782	seg9	90.859	90.868	555	1250	2576
abu	aa	92.214	seg0	92.214	92.228	443	1515	2515
abu	aa	92.214	seg1	92.228	92.257	528	1478	2500
abu	aa	92.214	seg2	92.243	92.285	569	1447	2480
abu	aa	92.214	seg3	92.257	92.314	584	1430	2461
abu	aa	92.214	seg4	92.271	92.342	577	1409	2453
abu	aa	92.214	seg5	92.285	92.371	538	1368	2414
abu	aa	92.214	seg6	92.300	92.399	482	1333	2425
abu	aa	92.214	seg7	92.314	92.428	423	1265	2429
abu	aa	92.214	seg8	92.328	92.456	397	1219	2420
abu	aa	92.214	seg9	92.342	92.357	492	1334	2365
abu	aa	94.542	seg0	94.542	94.552	521	1230	2577
abu	aa	94.542	seg1	94.552	94.571	526	1217	2495
abu	aa	94.542	seg2	94.561	94.591	527	1240	2462
abu	aa	94.542	seg3	94.571	94.610	517	1282	2408
abu	aa	94.542	seg4	94.581	94.630	483	1311	2375
abu	aa	94.542	seg5	94.591	94.650	429	1318	2367
abu	aa	94.542	seg6	94.601	94.669	401	1313	2376
abu	aa	94.542	seg7	94.610	94.689	396	1329	2426
abu	aa	94.542	seg8	94.620	94.709	398	1367	2465
abu	aa	94.542	seg9	94.630	94.640	358	1333	2340
abu	ii	101.131	seg0	101.131	101.142	341	1755	2438
abu	ii	101.131	seg1	101.142	101.164	355	1916	2469
abu	ii	101.131	seg2	101.153	101.186	365	2025	2511
abu	ii	101.131	seg3	101.164	101.208	361	2056	2521
abu	ii	101.131	seg4	101.175	101.230	356	2035	2509
abu	ii	101.131	seg5	101.186	101.252	361	1934	2442
abu	ii	101.131	seg6	101.197	101.274	348	1794	2351
abu	ii	101.131	seg7	101.208	101.296	345	1670	2280
abu	ii	101.131	seg8	101.219	101.318	345	1551	2209
abu	ii	101.131	seg9	101.230	101.241	377	1854	2378
abu	ii	107.395	seg0	107.395	107.402	353	2229	2557
abu	ii	107.395	seg1	107.402	107.415	349	2200	2579
abu	ii	107.395	seg2	107.408	107.427	346	2192	2584
abu	ii	107.395	seg3	107.415	107.440	343	2201	2583
abu	ii	107.395	seg4	107.421	107.453	345	2194	2570
abu	ii	107.395	seg5	107.427	107.466	356	2124	2565
abu	ii	107.395	seg6	107.434	107.479	368	1979	2534
abu	ii	107.395	seg7	107.440	107.491	368	1841	2479
abu	ii	107.395	seg8	107.447	107.504	366	1764	2435
abu	ii	107.395	seg9	107.453	107.459	370	2052	2552
abu	aa	120.068	seg0	120.068	120.080	495	1073	2403
abu	aa	120.068	seg1	120.080	120.104	527	1103	2409
abu	aa	120.068	seg2	120.092	120.128	544	1118	2440
abu	aa	120.068	seg3	120.104	120.151	546	1134	2457
abu	aa	120.068	seg4	120.116	120.175	530	1128	2461
abu	aa	120.068	seg5	120.128	120.199	491	1110	2465
abu	aa	120.068	seg6	120.139	120.223	482	1094	2459
abu	aa	120.068	seg7	120.151	120.247	484	1079	2453
abu	aa	120.068	seg8	120.163	120.271	479	1082	2465
abu	aa	120.068	seg9	120.175	120.187	434	1087	2473
abu	ii	120.314	seg0	120.314	120.326	360	1576	2466
abu	ii	120.314	seg1	120.326	120.349	363	1787	2489
abu	ii	120.314	seg2	120.337	120.373	354	1924	2520
abu	ii	120.314	seg3	120.349	120.397	343	2034	2543
abu	ii	120.314	seg4	120.361	120.421	330	2095	2566
abu	ii	120.314	seg5	120.373	120.445	326	2150	2588
abu	ii	120.314	seg6	120.385	120.469	320	2217	2611
abu	ii	120.314	seg7	120.397	120.492	321	2307	2730
abu	ii	120.314	seg8	120.409	120.516	303	2357	2810
abu	ii	120.314	seg9	120.421	120.433	316	2165	2579
abu	ii	123.934	seg0	123.934	123.943	328	2171	2646
abu	ii	123.934	seg1	123.943	123.960	324	2200	2683
abu	ii	123.934	seg2	123.951	123.977	322	2235	2716
abu	ii	123.934	seg3	123.960	123.994	318	2266	2734
abu	ii	123.934	seg4	123.968	124.011	313	2268	2752
abu	ii	123.934	seg5	123.977	124.028	311	2257	2759
abu	ii	123.934	seg6	123.985	124.045	312	2236	2763
abu	ii	123.934	seg7	123.994	124.062	317	2161	2736
abu	ii	123.934	seg8	124.002	124.079	325	2122	2710
abu	ii	123.934	seg9	124.011	124.019	308	2245	2760
abu	aa	125.408	seg0	125.408	125.423	436	992	2645
abu	aa	125.408	seg1	125.423	125.454	459	998	2721
abu	aa	125.408	seg2	125.438	125.484	473	1014	2728
abu	aa	125.408	seg3	125.454	125.515	492	1035	2714
abu	aa	125.408	seg4	125.469	125.546	513	1051	2685
abu	aa	125.408	seg5	125.484	125.577	522	1070	2645
abu	aa	125.408	seg6	125.500	125.607	507	1106	2589
abu	aa	125.408	seg7	125.515	125.638	506	1113	2573
abu	aa	125.408	seg8	125.530	125.669	501	1121	2560
abu	aa	125.408	seg9	125.546	125.561	520	1069	2608
abu	ii	126.780	seg0	126.780	126.794	324	1554	2539
abu	ii	126.780	seg1	126.794	126.820	334	1787	2548
abu	ii	126.780	seg2	126.807	126.847	329	1929	2579
abu	ii	126.780	seg3	126.820	126.874	329	1987	2591
abu	ii	126.780	seg4	126.834	126.901	332	1978	2567
abu	ii	126.780	seg5	126.847	126.927	332	1893	2503
abu	ii	126.780	seg6	126.861	126.954	322	1779	2478
abu	ii	126.780	seg7	126.874	126.981	300	1652	2416
abu	ii	126.780	seg8	126.887	127.008	287	1625	2426
abu	ii	126.780	seg9	126.901	126.914	337	1810	2422
abu	uu	132.796	seg0	132.796	132.815	346	1414	2380
abu	uu	132.796	seg1	132.815	132.852	359	1263	2334
abu	uu	132.796	seg2	132.833	132.889	357	1152	2305
abu	uu	132.796	seg3	132.852	132.927	361	1110	2285
abu	uu	132.796	seg4	132.871	132.964	365	1142	2278
abu	uu	132.796	seg5	132.889	133.002	363	1194	2294
abu	uu	132.796	seg6	132.908	133.039	351	1362	2322
abu	uu	132.796	seg7	132.927	133.076	497	1545	2413
abu	uu	132.796	seg8	132.946	133.114	518	1607	2440
abu	uu	132.796	seg9	132.964	132.983	370	1290	2349
abu	ii	134.559	seg0	134.559	134.573	309	1905	2485
abu	ii	134.559	seg1	134.573	134.600	316	2001	2533
abu	ii	134.559	seg2	134.587	134.628	317	2080	2579
abu	ii	134.559	seg3	134.600	134.656	314	2135	2605
abu	ii	134.559	seg4	134.614	134.683	312	2153	2607
abu	ii	134.559	seg5	134.628	134.711	311	2142	2590
abu	ii	134.559	seg6	134.642	134.738	309	2112	2553
abu	ii	134.559	seg7	134.656	134.766	304	2049	2509
abu	ii	134.559	seg8	134.669	134.793	298	2022	2485
abu	ii	134.559	seg9	134.683	134.697	309	2120	2566
abu	aa	135.839	seg0	135.839	135.855	433	1120	2683
abu	aa	135.839	seg1	135.855	135.887	456	1158	2781
abu	aa	135.839	seg2	135.871	135.919	478	1158	2732
abu	aa	135.839	seg3	135.887	135.951	495	1135	2655
abu	aa	135.839	seg4	135.903	135.983	496	1111	2589
abu	aa	135.839	seg5	135.919	136.015	465	1083	2557
abu	aa	135.839	seg6	135.935	136.047	411	1044	2542
abu	aa	135.839	seg7	135.951	136.079	365	1076	2564
abu	aa	135.839	seg8	135.967	136.111	343	1073	2568
abu	aa	135.839	seg9	135.983	135.999	434	1074	2543
abu	aa	136.915	seg0	136.915	136.928	482	942	2642
abu	aa	136.915	seg1	136.928	136.955	504	1013	2641
abu	aa	136.915	seg2	136.942	136.982	508	1056	2619
abu	aa	136.915	seg3	136.955	137.009	511	1078	2591
abu	aa	136.915	seg4	136.969	137.036	503	1082	2578
abu	aa	136.915	seg5	136.982	137.063	455	1068	2560
abu	aa	136.915	seg6	136.996	137.090	392	1031	2556
abu	aa	136.915	seg7	137.009	137.117	342	1000	2569
abu	aa	136.915	seg8	137.023	137.144	308	981	2575
abu	aa	136.915	seg9	137.036	137.049	403	1046	2537
abu	ii	140.332	seg0	140.332	140.347	361	1487	2606
abu	ii	140.332	seg1	140.347	140.376	346	1712	2603
abu	ii	140.332	seg2	140.361	140.405	337	1882	2598
abu	ii	140.332	seg3	140.376	140.434	333	1983	2608
abu	ii	140.332	seg4	140.390	140.463	335	1990	2594
abu	ii	140.332	seg5	140.405	140.492	339	1938	2577
abu	ii	140.332	seg6	140.419	140.521	345	1870	2598
abu	ii	140.332	seg7	140.434	140.550	367	1832	2616
abu	ii	140.332	seg8	140.448	140.579	424	1849	2661
abu	ii	140.332	seg9	140.463	140.477	344	1862	2513
abu	ii	144.533	seg0	144.533	144.549	328	1542	2612
abu	ii	144.533	seg1	144.549	144.580	344	1771	2621
abu	ii	144.533	seg2	144.564	144.610	360	1925	2606
abu	ii	144.533	seg3	144.580	144.641	373	1972	2594
abu	ii	144.533	seg4	144.595	144.672	382	1919	2560
abu	ii	144.533	seg5	144.610	144.702	382	1826	2538
abu	ii	144.533	seg6	144.626	144.733	437	1833	2603
abu	ii	144.533	seg7	144.641	144.764	705	2000	2776
abu	ii	144.533	seg8	144.656	144.795	751	2020	2812
abu	ii	144.533	seg9	144.672	144.687	392	1707	2503
abu	uu	156.684	seg0	156.684	156.694	355	937	2491
abu	uu	156.684	seg1	156.694	156.713	357	897	2502
abu	uu	156.684	seg2	156.704	156.732	356	872	2498
abu	uu	156.684	seg3	156.713	156.752	356	846	2507
abu	uu	156.684	seg4	156.723	156.771	358	854	2528
abu	uu	156.684	seg5	156.732	156.790	361	877	2543
abu	uu	156.684	seg6	156.742	156.809	365	892	2551
abu	uu	156.684	seg7	156.752	156.828	371	896	2547
abu	uu	156.684	seg8	156.761	156.848	381	912	2547
abu	uu	156.684	seg9	156.771	156.780	363	916	2565
abu	ii	158.181	seg0	158.181	158.193	368	1238	2574
abu	ii	158.181	seg1	158.193	158.219	357	1422	2521
abu	ii	158.181	seg2	158.206	158.244	341	1676	2524
abu	ii	158.181	seg3	158.219	158.269	333	1887	2552
abu	ii	158.181	seg4	158.231	158.294	324	2006	2564
abu	ii	158.181	seg5	158.244	158.319	326	2118	2648
abu	ii	158.181	seg6	158.256	158.344	311	2066	2660
abu	ii	158.181	seg7	158.269	158.370	315	1999	2683
abu	ii	158.181	seg8	158.282	158.395	319	1972	2688
abu	ii	158.181	seg9	158.294	158.307	329	2234	2548
abu	ii	159.873	seg0	159.873	159.890	330	1621	2567
abu	ii	159.873	seg1	159.890	159.924	327	1901	2598
abu	ii	159.873	seg2	159.907	159.958	317	2071	2647
abu	ii	159.873	seg3	159.924	159.991	306	2168	2702
abu	ii	159.873	seg4	159.941	160.025	299	2223	2765
abu	ii	159.873	seg5	159.958	160.059	300	2229	2771
abu	ii	159.873	seg6	159.975	160.093	313	2165	2730
abu	ii	159.873	seg7	159.991	160.126	329	2081	2683
abu	ii	159.873	seg8	160.008	160.160	334	2051	2661
abu	ii	159.873	seg9	160.025	160.042	302	2231	2787
abu	aa	161.904	seg0	161.904	161.915	437	1200	2402
abu	aa	161.904	seg1	161.915	161.938	502	1202	2409
abu	aa	161.904	seg2	161.926	161.960	537	1222	2419
abu	aa	161.904	seg3	161.938	161.983	556	1238	2417
abu	aa	161.904	seg4	161.949	162.005	548	1234	2410
abu	aa	161.904	seg5	161.960	162.028	513	1212	2397
abu	aa	161.904	seg6	161.971	162.051	475	1184	2384
abu	aa	161.904	seg7	161.983	162.073	459	1173	2384
abu	aa	161.904	seg8	161.994	162.096	447	1159	2397
abu	aa	161.904	seg9	162.005	162.017	471	1192	2379
abu	aa	170.141	seg0	170.141	170.152	462	1029	2500
abu	aa	170.141	seg1	170.152	170.174	480	1072	2508
abu	aa	170.141	seg2	170.163	170.197	504	1099	2475
abu	aa	170.141	seg3	170.174	170.219	517	1130	2485
abu	aa	170.141	seg4	170.185	170.241	502	1150	2473
abu	aa	170.141	seg5	170.197	170.264	454	1110	2474
abu	aa	170.141	seg6	170.208	170.286	518	1359	2693
abu	aa	170.141	seg7	170.219	170.309	549	1542	2809
abu	aa	170.141	seg8	170.230	170.331	543	1692	2852
abu	aa	170.141	seg9	170.241	170.253	403	1049	2447
abu	uu	171.595	seg0	171.595	171.617	362	1006	2536
abu	uu	171.595	seg1	171.617	171.661	362	983	2515
abu	uu	171.595	seg2	171.639	171.704	365	941	2526
abu	uu	171.595	seg3	171.661	171.748	369	945	2526
abu	uu	171.595	seg4	171.682	171.791	376	1008	2508
abu	uu	171.595	seg5	171.704	171.835	375	1117	2474
abu	uu	171.595	seg6	171.726	171.878	362	1290	2455
abu	uu	171.595	seg7	171.748	171.922	358	1417	2452
abu	uu	171.595	seg8	171.769	171.965	355	1484	2446
abu	uu	171.595	seg9	171.791	171.813	392	1216	2412
abu	uu	175.313	seg0	175.313	175.325	345	855	2697
abu	uu	175.313	seg1	175.325	175.350	347	914	2660
abu	uu	175.313	seg2	175.338	175.375	354	887	2619
abu	uu	175.313	seg3	175.350	175.399	367	874	2575
abu	uu	175.313	seg4	175.362	175.424	369	943	2547
abu	uu	175.313	seg5	175.375	175.448	359	1083	2519
abu	uu	175.313	seg6	175.387	175.473	328	1200	2526
abu	uu	175.313	seg7	175.399	175.497	302	1368	2460
abu	uu	175.313	seg8	175.411	175.522	289	1422	2440
abu	uu	175.313	seg9	175.424	175.436	349	1255	2522
abu	uu	195.517	seg0	195.517	195.528	391	1446	2907
abu	uu	195.517	seg1	195.528	195.549	393	1025	2714
abu	uu	195.517	seg2	195.539	195.571	397	914	2851
abu	uu	195.517	seg3	195.549	195.592	392	900	2830
abu	uu	195.517	seg4	195.560	195.614	374	941	2814
abu	uu	195.517	seg5	195.571	195.635	358	1147	2888
abu	uu	195.517	seg6	195.581	195.656	356	1255	2883
abu	uu	195.517	seg7	195.592	195.678	349	1262	2840
abu	uu	195.517	seg8	195.603	195.699	347	1362	2835
abu	uu	195.517	seg9	195.614	195.624	337	915	2844
abu	ii	205.247	seg0	205.247	205.254	331	1589	2434
abu	ii	205.247	seg1	205.254	205.266	345	1599	2459
abu	ii	205.247	seg2	205.260	205.278	354	1620	2494
abu	ii	205.247	seg3	205.266	205.291	361	1644	2508
abu	ii	205.247	seg4	205.272	205.303	363	1657	2506
abu	ii	205.247	seg5	205.278	205.315	359	1755	2458
abu	ii	205.247	seg6	205.285	205.328	343	1748	2426
abu	ii	205.247	seg7	205.291	205.340	314	1719	2441
abu	ii	205.247	seg8	205.297	205.353	296	1699	2450
abu	ii	205.247	seg9	205.303	205.309	356	2002	2446
abu	uu	206.268	seg0	206.268	206.286	384	976	2527
abu	uu	206.268	seg1	206.286	206.323	395	963	2547
abu	uu	206.268	seg2	206.305	206.360	409	971	2534
abu	uu	206.268	seg3	206.323	206.397	422	1020	2523
abu	uu	206.268	seg4	206.342	206.434	434	1087	2478
abu	uu	206.268	seg5	206.360	206.471	439	1174	2447
abu	uu	206.268	seg6	206.379	206.508	422	1406	2447
abu	uu	206.268	seg7	206.397	206.545	404	1573	2468
abu	uu	206.268	seg8	206.416	206.582	398	1644	2472
abu	uu	206.268	seg9	206.434	206.453	453	1249	2447
abu	aa	207.491	seg0	207.491	207.538	490	1306	2672
abu	aa	207.491	seg1	207.538	207.633	530	1221	2662
abu	aa	207.491	seg2	207.586	207.729	535	1212	2606
abu	aa	207.491	seg3	207.633	207.824	519	1233	2586
abu	aa	207.491	seg4	207.681	207.919	507	1241	2569
abu	aa	207.491	seg5	207.729	208.014	462	1211	2540
abu	aa	207.491	seg6	207.776	208.109	435	1194	2534
abu	aa	207.491	seg7	207.824	208.205	421	1182	2525
abu	aa	207.491	seg8	207.871	208.300	398	1164	2515
abu	aa	207.491	seg9	207.919	207.967	437	1198	2493
abu	uu	228.519	seg0	228.519	228.534	358	985	2536
abu	uu	228.519	seg1	228.534	228.562	353	954	2525
abu	uu	228.519	seg2	228.548	228.591	364	959	2486
abu	uu	228.519	seg3	228.562	228.619	383	984	2449
abu	uu	228.519	seg4	228.577	228.648	393	1018	2421
abu	uu	228.519	seg5	228.591	228.677	388	1149	2317
abu	uu	228.519	seg6	228.605	228.705	460	1409	2416
abu	uu	228.519	seg7	228.619	228.734	548	1621	2493
abu	uu	228.519	seg8	228.634	228.763	562	1718	2508
abu	uu	228.519	seg9	228.648	228.662	390	1156	2131
abu	ii	238.516	seg0	238.516	238.531	354	1521	2569
abu	ii	238.516	seg1	238.531	238.559	359	1744	2576
abu	ii	238.516	seg2	238.545	238.588	363	1886	2599
abu	ii	238.516	seg3	238.559	238.616	356	1949	2608
abu	ii	238.516	seg4	238.573	238.645	346	1952	2584
abu	ii	238.516	seg5	238.588	238.674	332	1916	2539
abu	ii	238.516	seg6	238.602	238.702	311	1907	2541
abu	ii	238.516	seg7	238.616	238.731	532	2002	2701
abu	ii	238.516	seg8	238.631	238.759	596	2022	2738
abu	ii	238.516	seg9	238.645	238.659	329	1852	2469
abu	aa	243.333	seg0	243.333	243.342	513	1133	2523
abu	aa	243.333	seg1	243.342	243.360	548	1149	2501
abu	aa	243.333	seg2	243.351	243.378	561	1164	2509
abu	aa	243.333	seg3	243.360	243.396	558	1157	2515
abu	aa	243.333	seg4	243.369	243.414	537	1137	2500
abu	aa	243.333	seg5	243.378	243.432	500	1117	2472
abu	aa	243.333	seg6	243.387	243.450	458	1087	2455
abu	aa	243.333	seg7	243.396	243.468	433	1072	2441
abu	aa	243.333	seg8	243.405	243.486	422	1062	2431
abu	aa	243.333	seg9	243.414	243.423	461	1085	2430
abu	aa	245.548	seg0	245.548	245.576	506	1088	2434
abu	aa	245.548	seg1	245.576	245.630	571	1116	2448
abu	aa	245.548	seg2	245.603	245.685	576	1139	2431
abu	aa	245.548	seg3	245.630	245.740	567	1160	2411
abu	aa	245.548	seg4	245.658	245.794	541	1168	2386
abu	aa	245.548	seg5	245.685	245.849	499	1116	2352
abu	aa	245.548	seg6	245.712	245.903	454	1016	2375
abu	aa	245.548	seg7	245.740	245.958	436	988	2373
abu	aa	245.548	seg8	245.767	246.013	417	948	2374
abu	aa	245.548	seg9	245.794	245.822	437	1136	2315
abu	aa	248.615	seg0	248.615	248.624	488	1022	2540
abu	aa	248.615	seg1	248.624	248.643	535	1050	2535
abu	aa	248.615	seg2	248.634	248.662	545	1059	2536
abu	aa	248.615	seg3	248.643	248.680	537	1066	2540
abu	aa	248.615	seg4	248.652	248.699	518	1066	2523
abu	aa	248.615	seg5	248.662	248.717	497	1062	2503
abu	aa	248.615	seg6	248.671	248.736	481	1062	2476
abu	aa	248.615	seg7	248.680	248.754	472	1081	2452
